iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Min number of valids,Max number of valids,Avg number of valids,Min number of invalids,Max number of invalids,Avg number of invalids,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
18,C,Z,None,0.7807017543859649,0.7555555555555555,0.9577464788732394,0.84472049689441,0.8331149688830659,128,128.0,128,1,128,9.649122807017545,0,127,118.35087719298245,3.818136604000756,0.027672401000018,0.03297953158777857,0.04558890200132737
19,C,Z,None,0.7368421052631579,0.7252747252747253,0.9295774647887324,0.8148148148148148,0.8033082214215526,128,128.0,128,1,128,11.675438596491228,0,127,116.32456140350877,3.7881430099987483,0.027732102000300074,0.03262954747368527,0.03971539499980281
20,C,Z,None,0.7894736842105263,0.7582417582417582,0.971830985915493,0.8518518518518519,0.837373075663282,128,128.0,128,1,128,9.026315789473685,0,127,118.97368421052632,4.128688128999784,0.02750529599870788,0.03571914854384024,0.07358579199717497
21,C,Z,None,0.7456140350877193,0.7282608695652174,0.9436619718309859,0.8220858895705522,0.84736324926302,128,128.0,128,1,128,11.605263157894736,0,127,116.39473684210526,4.6536397019990545,0.030153096002322854,0.04002872731584112,0.08879498899841565
22,C,Z,None,0.7543859649122807,0.7415730337078652,0.9295774647887324,0.825,0.8681624631509989,128,128.0,128,1,128,13.850877192982455,0,127,114.14912280701755,4.1382706809999945,0.027872596998349763,0.03557053062289477,0.06457749399851309
23,C,Z,None,0.7894736842105263,0.7764705882352941,0.9295774647887324,0.8461538461538461,0.8811005568293482,128,128.0,128,1,128,13.280701754385966,0,127,114.71929824561404,3.699625905002904,0.02699809800105868,0.031843072517579445,0.039776053999958094
24,C,Z,None,0.8157894736842105,0.7906976744186046,0.9577464788732394,0.8662420382165605,0.8648869963969865,128,128.0,128,1,128,11.131578947368421,0,127,116.86842105263158,4.020740205000038,0.02693890200316673,0.03470420307904102,0.16621950799890328
25,C,Z,None,0.7456140350877193,0.7282608695652174,0.9436619718309859,0.8220858895705522,0.8185391418277104,128,128.0,128,1,128,11.131578947368421,0,127,116.86842105263158,3.677730683997652,0.027442295999208,0.03172438055241257,0.039564002003317
1,C,Z,Basic,0.631578947368421,0.6306306306306306,0.9859154929577465,0.7692307692307693,0.5614150016377334,128,128.0,128,2,21,10.710526315789474,107,126,117.28947368421052,14.09238108199861,0.10441610699854209,0.12304723054372166,0.20695306999914465
2,C,Z,Basic,0.631578947368421,0.6283185840707964,1.0,0.7717391304347826,0.6303635768096955,128,128.0,128,4,19,11.017543859649123,109,124,116.98245614035088,14.189314682000258,0.11050225399958435,0.12390348741230314,0.26420122899799026
3,C,Z,Basic,0.6140350877192983,0.6194690265486725,0.9859154929577465,0.7608695652173914,0.5337373075663282,128,128.0,128,4,18,10.535087719298245,110,124,117.46491228070175,14.426227627001936,0.10390010099945357,0.12598144233322128,0.24304820199904498
4,C,Z,Basic,0.6228070175438597,0.625,0.9859154929577465,0.7650273224043715,0.5781198820831969,128,128.0,128,4,19,10.5,109,124,117.5,14.38178443400102,0.1129801969982509,0.1255995811402579,0.2469990930003405
5,C,Z,Basic,0.6403508771929824,0.6339285714285714,1.0,0.7759562841530054,0.5809040288241074,128,128.0,128,2,19,10.666666666666666,109,126,117.33333333333333,14.766095312999823,0.11622049099969445,0.12894951493871576,0.3577686789976724
6,C,Z,Basic,0.6052631578947368,0.6203703703703703,0.9436619718309859,0.7486033519553073,0.6179168031444481,128,128.0,128,3,19,10.333333333333334,109,125,117.66666666666667,14.954444615999819,0.11639970300166169,0.13060850975438243,0.2542737060030049
7,C,Z,Basic,0.6228070175438597,0.625,0.9859154929577465,0.7650273224043715,0.4860792662954471,128,128.0,128,5,17,10.324561403508772,111,123,117.67543859649123,15.592254899002,0.11825870000029681,0.1361785815349178,0.3927856990012515
8,C,Z,Basic,0.6140350877192983,0.6194690265486725,0.9859154929577465,0.7608695652173914,0.6069439895185064,128,128.0,128,3,18,10.263157894736842,110,125,117.73684210526316,14.777600879999227,0.11652879800021765,0.12907198842105827,0.29206110300219734
9,C,Z,Basic,0.6140350877192983,0.6194690265486725,0.9859154929577465,0.7608695652173914,0.5406157877497544,128,128.0,128,4,19,10.587719298245615,109,124,117.41228070175438,14.547586704000423,0.11384718800036353,0.12703795443855614,0.19230939999761176
10,C,Z,Basic,0.6140350877192983,0.6194690265486725,0.9859154929577465,0.7608695652173914,0.5966262692433673,128,128.0,128,3,20,10.535087719298245,108,125,117.46491228070175,14.729289055001573,0.11191620099998545,0.12863514347369792,0.25746929999877466
11,C,Z,Basic,0.631578947368421,0.6306306306306306,0.9859154929577465,0.7692307692307693,0.5489682279724861,128,128.0,128,4,17,10.31578947368421,111,124,117.6842105263158,15.254595005000738,0.10832140700222226,0.13325040442115305,0.4367710070000612
12,C,Z,Basic,0.6140350877192983,0.6216216216216216,0.971830985915493,0.7582417582417582,0.5750081886668851,128,128.0,128,3,20,10.587719298245615,108,125,117.41228070175438,14.185268334000284,0.10362929999973858,0.123859538008873,0.27007150200006436
13,C,Z,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.6115296429741237,128,128.0,128,4,20,10.25438596491228,108,124,117.74561403508773,13.793416346001322,0.10476180099794874,0.12047868461393177,0.27003600299940445
14,C,Z,Basic,0.631578947368421,0.6283185840707964,1.0,0.7717391304347826,0.5948247625286603,128,128.0,128,2,21,10.342105263157896,107,126,117.65789473684211,14.389572895001038,0.10872870099774445,0.1256794350435181,0.27266570099891396
15,C,Z,Basic,0.631578947368421,0.6283185840707964,1.0,0.7717391304347826,0.5904028824107435,128,128.0,128,3,19,9.964912280701755,109,125,118.03508771929825,14.692565794000984,0.11004870000033407,0.1283467771315548,0.19188900099834427
16,C,Z,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.5704225352112676,128,128.0,128,4,19,10.605263157894736,109,124,117.39473684210526,15.245609023000725,0.11228230000051553,0.13315530195611422,0.3463702029985143
17,C,Z,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.6339665902391091,128,128.0,128,4,17,9.921052631578947,111,124,118.07894736842105,16.612862068999675,0.11601680199964903,0.14512123832460738,0.3021717030023865
18,C,Z,Basic,0.6403508771929824,0.6339285714285714,1.0,0.7759562841530054,0.6776940714051752,128,128.0,128,4,21,10.342105263157896,107,124,117.65789473684211,15.447093190003216,0.11763300000166055,0.13491899640355673,0.2528828020003857
19,C,Z,Basic,0.631578947368421,0.6283185840707964,1.0,0.7717391304347826,0.5994104159842778,128,128.0,128,3,21,10.394736842105264,107,125,117.60526315789474,15.467153155001142,0.11603399999876274,0.1350806785352082,0.5187547030000133
20,C,Z,Basic,0.6140350877192983,0.6216216216216216,0.971830985915493,0.7582417582417582,0.5591221749099247,128,128.0,128,2,21,10.736842105263158,107,126,117.26315789473684,14.97879882900088,0.11545439999827067,0.13081773445622258,0.29044790099942475
21,C,Z,Basic,0.6228070175438597,0.625,0.9859154929577465,0.7650273224043715,0.5533901080904029,128,128.0,128,4,19,11.271929824561404,109,124,116.7280701754386,18.477616293999745,0.11863189799987595,0.16135392192990639,0.3582677939994028
22,C,Z,Basic,0.6052631578947368,0.6160714285714286,0.971830985915493,0.7540983606557377,0.5601048149361284,128,128.0,128,4,18,10.12280701754386,110,124,117.87719298245614,15.472409679998236,0.11041029999978491,0.13508326299999776,0.2749169999988226
23,C,Z,Basic,0.6228070175438597,0.625,0.9859154929577465,0.7650273224043715,0.6257779233540779,128,128.0,128,5,17,10.421052631578947,111,123,117.57894736842105,15.345430039997154,0.1120468989975052,0.13402215736852285,0.23381169799904455
24,C,Z,Basic,0.631578947368421,0.6283185840707964,1.0,0.7717391304347826,0.6582050442188013,128,128.0,128,4,24,10.219298245614034,104,124,117.78070175438596,15.151733455000794,0.11254270000063116,0.13233823293864444,0.2838761989987688
25,C,Z,Basic,0.6228070175438597,0.625,0.9859154929577465,0.7650273224043715,0.6064526695054046,128,128.0,128,3,18,10.824561403508772,110,125,117.17543859649123,14.83106994100308,0.11454260000027716,0.12953140913171074,0.25205429900233867
